text,news_link,outlet,topic,type,label_bias,label_opinion,biased_words,target_score,char_len,word_count,avg_word_len,punct_count,caps_word_count,biased_word_count,biased_word_ratio,biased_word_present,vader_compound,vader_pos,vader_neg,vader_neu,subjectivity,polarity,intensifier_count,hedge_count,negative_word_count,is_question,is_exclamation,entity_count,has_person,has_org,has_place,person_count,adj_count,adj_ratio,verb_count,noun_count
‘Gangster capitalist’ Trump is running a ‘mafia state’ — and things are about to get worse: Pulitzer Prize-winning journalist,https://www.alternet.org/2020/07/gangster-capitalist-trump-is-running-a-mafia-state-and-things-are-about-to-get-worse-pulitzer-prize-winning-journalist/,Alternet,black lives matter,left,Biased,Somewhat factual but also opinionated,"['Gangster', 'mafia', 'state', 'capitalist']",8.5,0.2023217247097844,0.18367346938775508,0.4934210525933388,0.0,0.0,0.25,0.421052632,1.0,0.2577932731747334,0.0,0.2697247706422018,0.7629032258064518,0.6,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,0.2,0.15384615384615385,0.14035087733333332,0.21428571428571427,0.2692307692307693
‘The most progressive president since FDR’: Biden's policy proposals reveal a pleasant surprise,https://feeds.feedblitz.com/~/629983109/0/alternet_all~%e2%80%98The-most-progressive-president-since-FDR%e2%80%99-Biden%e2%80%99s-policy-proposals-reveal-a-pleasant-surprise/,Alternet,universal health care,left,Non-biased,Expresses writer’s opinion,['pleasant'],5.54,0.15257048092868988,0.12244897959183672,0.6346153847271635,0.0,0.16666666666666666,0.0625,0.153846154,1.0,0.8404429860541427,0.5323624595469256,0.0,0.46935483870967765,0.733333333,0.8981481483333333,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.4,0.15384615384615385,0.20512820533333334,0.07142857142857142,0.15384615384615385
"‘Woke’ is not a dirty word but a moral duty, says a senior BBC editor, defending the corporation’s decision to ‘repurpose’ classic novels by giving them more black, female and Asian characters even when this is historically inaccurate.",https://www.breitbart.com/europe/2020/02/25/going-woke-is-a-moral-duty-claims-bbc-head-of-drama/,Breitbart,marriage-equality,,Non-biased,Entirely factual,[],1.0,0.38474295190713104,0.37755102040816324,0.4144736842759046,0.125,0.16666666666666666,0.0,0.0,0.0,0.8028096800656276,0.19093851132686085,0.0,0.8096774193548387,0.289583333,0.6111111111111112,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.6153846153846154,0.28070175466666664,0.2857142857142857,0.2692307692307693
“Harry Potter” author J.K. Rowling said on Monday she had recovered from a suspected case of COVID-19 after two weeks of illness.,https://www.reuters.com/article/us-health-coronavirus-jkrowling/harry-potter-author-j-k-rowling-says-fully-recovered-from-likely-coronavirus-idUSKBN21O2KU?feedType=RSS&feedName=peopleNews,Reuters,blm,,Non-biased,Entirely factual,[],1.0,0.208955223880597,0.21428571428571425,0.35795454545987204,0.375,0.3333333333333333,0.0,0.0,0.0,0.21641714520098443,0.0,0.34311926605504584,0.6983870967741935,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,1.0,1.0,0.0,0.4,0.0,0.0,0.21428571428571427,0.19230769230769232
"“He won because the Election was Rigged,” Trump wrote, not referring to Biden by name, adding a list of complaints about vote counting.",https://www.reuters.com/article/us-usa-election/trump-concedes-nothing-on-election-biden-team-to-meet-vaccine-makers-idUSKBN27V04W,Reuters,vaccine,,Non-biased,Entirely factual,[],1.0,0.21890547263681592,0.22448979591836732,0.3586956521474184,0.125,0.0,0.0,0.0,0.0,0.6303835110746514,0.2184466019417476,0.181651376146789,0.6225806451612904,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.4,0.0,0.0,0.3571428571428571,0.19230769230769232
"“I would shut it down; I would listen to the scientists,” Biden told ABC News alongside his new vice presidential running mate, California Sen. Kamala Harris.",https://thefederalist.com/2020/08/22/biden-i-will-shut-down-nation-in-january-if-scientists-tell-me-to/,Federalist,vaccine,,Non-biased,Entirely factual,[],1.0,0.25704809286898844,0.2551020408163265,0.3966346153372896,0.25,0.3333333333333333,0.0,0.0,0.0,0.5022046759639048,0.0,0.0,1.0,0.371717172,0.5502244666666667,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,1.0,1.0,0.4,0.15384615384615385,0.10256410266666667,0.21428571428571427,0.15384615384615385
"“Mike Pence and the task force have done a great job,” Trump said during a visit to a mask factory in Arizona.",https://www.reuters.com/article/us-health-coronavirus-usa-task-force/white-house-to-wind-down-coronavirus-task-force-as-focus-shifts-to-aftermath-trump-idUSKBN22H2KJ?feedType=RSS&feedName=topNews,Reuters,vaccine,,Non-biased,Entirely factual,[],1.0,0.17744610281923714,0.21428571428571425,0.19602272719975145,0.125,0.0,0.0,0.0,0.0,0.8226004922067268,0.2637540453074434,0.0,0.7370967741935485,0.75,1.0,0.0,0.0,0.0,0.0,0.0,0.25,1.0,0.0,1.0,0.4,0.07692307692307693,0.060606059999999996,0.14285714285714285,0.23076923076923078
"“She will be inheriting a government in crisis,” the post states, touting a plethora of false narratives routinely peddled by Trump’s critics.",https://www.breitbart.com/politics/2020/01/23/elizabeth-warren-vows-to-fill-half-her-cabinet-positions-with-women-and-non-binary-people/,Breitbart,marriage-equality,,Biased,Somewhat factual but also opinionated,[],6.5,0.23051409618573798,0.21428571428571425,0.4687500000292969,0.125,0.0,0.0,0.0,0.0,0.27640484003281374,0.0,0.29908256880733947,0.7370967741935485,0.6,0.33333333333333337,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.0,0.0,0.0,0.07692307692307693,0.060606059999999996,0.21428571428571427,0.2692307692307693
"“The goal is to send a message of peace,” the 22-year-old claimed. He insisted that the original idea was to show a man stealing inexpensive goods and showing a similar scenario to George Floyd’s death, with a police officer on the thief’s neck.",http://feedproxy.google.com/~r/breitbart/~3/KernUHEqyEk/,Breitbart,black lives matter,right,Non-biased,Somewhat factual but also opinionated,['claimed'],2.97,0.4013266998341625,0.42857142857142855,0.3226744187076671,0.25,0.0,0.0625,0.046511628,1.0,0.12125717801476621,0.0744336569579288,0.2788990825688073,0.6806451612903227,0.575,0.6597222222222222,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.2,0.3076923076923077,0.124031008,0.42857142857142855,0.5
"“We can’t keep our country closed for the next five years,” Trump said, when asked why it was time to wind down the task force.",https://www.reuters.com/article/us-health-coronavirus-usa-task-force/white-house-to-wind-down-coronavirus-task-force-as-focus-shifts-to-aftermath-trump-idUSKBN22H2KJ?feedType=RSS&feedName=topNews,Reuters,vaccine,,Non-biased,Entirely factual,[],1.0,0.20563847429519072,0.24489795918367346,0.21000000001312502,0.125,0.0,0.0,0.0,0.0,0.5022046759639048,0.0,0.0,1.0,0.12962963,0.5082304527777778,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.2,0.07692307692307693,0.05333333333333333,0.3571428571428571,0.19230769230769232
"“You know, there’s over 100 million people with preexisting conditions,” he said, claiming, “They weren’t able to get insurance before; now they cannot be denied insurance.”",http://feedproxy.google.com/~r/breitbart/~3/hmjqwWAvPXQ/,Breitbart,universal health care,right,Biased,Somewhat factual but also opinionated,['claiming'],7.27,0.2819237147595357,0.2551020408163265,0.5048076922815504,0.125,0.0,0.0625,0.076923076,1.0,0.6771431501230517,0.1423948220064725,0.0,0.8580645161290325,0.625,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.07692307692307693,0.05128205066666667,0.5,0.19230769230769232
23 people were arrested for offences including assaulting police officers at the Antifa and Black Lives Matter demonstrations in London on Sunday.,https://www.breitbart.com/europe/2020/06/01/23-arrested-london-black-lives-matter-protests-police-assaulted/,Breitbart,black lives matter,right,Non-biased,Entirely factual,[],1.0,0.23714759535655058,0.21428571428571425,0.5028409091564275,0.125,0.0,0.0,0.0,0.0,0.0781378178835111,0.06310679611650485,0.5779816513761468,0.42741935483870985,0.433333333,0.4629629627777778,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.0,1.0,1.0,0.0,0.07692307692307693,0.060606059999999996,0.21428571428571427,0.23076923076923078
"A 10-hour hearing broadcast on the court’s website showed Sun, China's greatest ever swimmer, and one of its biggest sports stars, to be evasive at times under questioning that was hampered by severe translation issues between Chinese and English.",https://www.foxnews.com/sports/olympic-swimming-sun-yang-banned-doping,Fox News,sport,right,Non-biased,Somewhat factual but also opinionated,[],2.5,0.40464344941956887,0.38775510204081626,0.4423076923401442,0.125,0.0,0.0,0.0,0.0,0.6539684167350287,0.15372168284789645,0.16513761467889906,0.7000000000000001,0.333333333,0.7407407405555556,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,0.3076923076923077,0.13675213733333333,0.21428571428571427,0.42307692307692313
"A 16-time NBA All Star who is considered one of the greatest basketball players of all time, James, 35, reacted angrily this week to the shooting of Blake in Kenosha, Wisconsin, which sparked days of civil unrest.",https://www.reuters.com/article/us-usa-election-james/nba-star-lebron-james-emerges-as-potent-political-force-ahead-of-november-u-s-election-idUSKBN25O1B10,Reuters,black lives matter,center,Non-biased,Entirely factual,[],1.0,0.3482587064676617,0.36734693877551017,0.3344594595209036,0.125,0.16666666666666666,0.0,0.0,0.0,0.6765278917145201,0.16181229773462785,0.12293577981651375,0.7306451612903225,1.0,0.6944444444444444,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,1.0,1.0,1.0,0.2,0.15384615384615385,0.07207207199999999,0.21428571428571427,0.3076923076923077
"A 24-year-old woman in Uganda, unable to travel due to coronavirus restrictions, was burned by her Muslim father for purportedly converting to Christianity, according to a persecution watchdog group.",https://www.foxnews.com/world/coronavirus-persecution-islam-christianity-conversion-uganda,Fox News,islam,,Non-biased,Entirely factual,[],1.0,0.3250414593698176,0.2857142857142857,0.543103448283944,0.125,0.0,0.0,0.0,0.0,0.5022046759639048,0.0,0.0,1.0,0.4375,0.3819444444444445,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.15384615384615385,0.09195402266666666,0.2857142857142857,0.3076923076923077
"A 60-foot chunk of the Ocean Cleanup device, deployed with much fanfare in the Great Pacific Garbage Patch in October, has broken off and the entire plastic collection system will now be towed back to port for an overhaul and upgrade.",https://eu.usatoday.com/story/news/2019/01/02/ocean-cleanup-device-great-pacific-garbage-patch-breaks/2465082002/,USA Today,environment,center,Non-biased,Entirely factual,['fanfare'],1.49,0.3830845771144279,0.4081632653061224,0.3246951219577934,0.125,0.0,0.0625,0.048780488,1.0,0.6303835110746514,0.14401294498381878,0.12293577981651375,0.7483870967741936,0.395,0.6222222222222222,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.0,0.0,0.0,0.15384615384615385,0.06504065066666666,0.21428571428571427,0.38461538461538464
"A 70% majority of Americans view the economy as unfairly favoring those with power, and large majorities also say politicians, giant corporations, and wealthy individuals wield too much power over the economy, according to Pew Research Center.",https://www.alternet.org/2020/01/70-percent-of-americans-say-us-economic-system-unfairly-benefits-the-powerful/,Alternet,middle-class,left,Non-biased,Entirely factual,[],1.0,0.39800995024875624,0.36734693877551017,0.4864864865929054,0.125,0.0,0.0,0.0,0.0,0.8347518457752255,0.21359223300970875,0.0,0.7870967741935485,0.621428571,0.5846560844444445,0.0,0.5,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.3076923076923077,0.14414414399999997,0.3571428571428571,0.38461538461538464
A Biden victory would be a victory for radical anti-Americanism.,https://www.foxnews.com/opinion/newt-gingrich-undecided-voters-trump-future-country,Fox News,islam,,Biased,Expresses writer’s opinion,"['radical', 'anti-Americanism']",10.0,0.1011608623548922,0.09183673469387754,0.4687500000292969,0.125,0.0,0.125,0.4,1.0,0.5022046759639048,0.0,0.0,1.0,0.0,0.5555555555555556,0.5,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.0,0.0,0.0,0.15384615384615385,0.26666666666666666,0.0,0.15384615384615385
A Biden victory would be a victory for violence in the streets reinforced by an anti-police and pro-criminal bias.,https://www.foxnews.com/opinion/newt-gingrich-undecided-voters-trump-future-country,Fox News,islam,,Biased,Expresses writer’s opinion,"['anti-police', 'pro-criminal']",10.0,0.18407960199004975,0.18367346938775508,0.38486842108655417,0.125,0.0,0.125,0.210526316,1.0,0.1584290401968827,0.0,0.4477064220183486,0.6064516129032259,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,1.0,0.0,0.0,0.46153846153846156,0.421052632,0.07142857142857142,0.19230769230769232
"A Biden victory would ensure government-imposed thought-police courses that are anti-history, anti-free thought, anti-White, and anti-male.",https://www.foxnews.com/opinion/newt-gingrich-undecided-voters-trump-future-country,Fox News,islam,,Biased,Expresses writer’s opinion,"['anti-history', 'anti-free', 'anti-White', 'anti-male']",10.0,0.22553897180762852,0.1530612244897959,0.890625000055664,0.125,0.0,0.25,0.5,1.0,0.697959392945037,0.2394822006472492,0.0,0.7612903225806452,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,0.0,0.0,0.9230769230769231,1.0,0.14285714285714285,0.23076923076923078
A Biden victory would mean massive tax increases which would propel America into a depression.,https://www.foxnews.com/opinion/newt-gingrich-undecided-voters-trump-future-country,Fox News,islam,,Biased,Expresses writer’s opinion,[],8.0,0.15091210613598674,0.14285714285714282,0.4374999999648437,0.125,0.0,0.0,0.0,0.0,0.20898277276456112,0.0,0.38348623853211006,0.6629032258064517,0.84375,0.46875,0.5,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,1.0,1.0,0.0,0.07692307692307693,0.08888888933333333,0.14285714285714285,0.15384615384615385
A bill proposed by a group of Republican lawmakers on Wednesday that would have amended the Iowa Civil Rights Act by removing protections against discrimination for transgender people is dead,https://www.nbcnews.com/feature/nbc-out/iowa-republicans-try-ax-transgender-protections-state-law-n1126426?cid=public-rss_20200130,MSNBC,gender,left,Non-biased,Entirely factual,[],1.0,0.3117744610281924,0.2959183673469387,0.4500000000281251,0.0,0.0,0.0,0.0,0.0,0.16965750615258413,0.0,0.236697247706422,0.7919354838709679,0.4,0.4444444444444445,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,0.0,0.15384615384615385,0.08888888933333333,0.21428571428571427,0.2692307692307693
"A bipartisan group of lawmakers in Mississippi this week began to draft a resolution to change the state’s flag, as calls have grown to remove the Confederate battle emblem, according to a report.",https://www.foxnews.com/politics/mississippi-lawmakers-drafting-resolution-to-remove-confederate-emblem-from-state-flag-report?fbclid=IwAR3pY02A9gmhojpn6_17OTiwadtQLyGdNG286BB6hE7IAAKRAF8cQ9D6Cxg,Fox News,marriage-equality,,Non-biased,Entirely factual,[],1.0,0.32006633499170817,0.32653061224489793,0.3693181818980824,0.125,0.0,0.0,0.0,0.0,0.3064499589827728,0.0,0.13761467889908255,0.8790322580645163,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,1.0,0.0,0.07692307692307693,0.04040404,0.42857142857142855,0.38461538461538464
"A Black man shot in the back by police in Kenosha, Wisconsin, was left paralyzed and “fighting for his life,” his family and lawyers said on Tuesday, hours before protesters and authorities clashed for a third night of civil unrest in the lakefront town.",https://www.reuters.com/article/us-global-race-usa-wisconsin/arsonists-set-fires-as-wisconsin-city-rages-anew-over-police-shooting-of-black-man-idUSKBN25L0Q9?utm_medium=Social&utm_source=twitter,Reuters,black lives matter,center,Non-biased,Entirely factual,[],1.0,0.4162520729684909,0.43877551020408156,0.3366477272085405,0.125,0.0,0.0,0.0,0.0,0.3861771944216571,0.0,0.07706422018348624,0.932258064516129,0.108333333,0.5324074072222222,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.0,0.0,1.0,0.0,0.3076923076923077,0.12121212133333333,0.3571428571428571,0.5
"A Black man who was stopped on his bicycle for an alleged “vehicle code” violation was shot to death by two Los Angeles sheriff’s deputies, who fired 15 to 20 rounds after the man punched one officer and dropped a pistol on the ground, authorities said on Tuesday.",https://www.reuters.com/article/us-global-race-usa-los-angeles/l-a-sheriffs-deputies-fatally-shoot-black-man-after-suspected-bike-violation-idUSKBN25S606,Reuters,gun control,center,Non-biased,Entirely factual,[],1.0,0.4328358208955224,0.47959183673469385,0.2851562499553222,0.125,0.0,0.0,0.0,0.0,0.034710828547990125,0.0,0.40917431192660547,0.6403225806451615,0.266666667,0.4814814816666667,0.0,0.0,0.0,0.0,0.0,0.41666666666666663,0.0,0.0,1.0,0.0,0.15384615384615385,0.05555555599999999,0.42857142857142855,0.5384615384615385
"A Black man, Floyd died in police custody May 25 after a Minneapolis cop kneeled on his neck for more than eight minutes.",https://feeds.feedblitz.com/~/632383174/0/alternet_all~Navy-launches-probe-after-Kaepernick-jersey-used-in-dog-attack-demonstration/,Alternet,black lives matter,left,Non-biased,Entirely factual,[],1.0,0.1956882255389718,0.22448979591836732,0.24456521739028525,0.125,0.0,0.0,0.0,0.0,0.21641714520098443,0.0,0.2587155963302752,0.7725806451612903,0.466666667,0.6481481483333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.2,0.15384615384615385,0.11594202933333332,0.14285714285714285,0.23076923076923078
A Black policewoman was injured and at least four people stabbed when a day of demonstrations in support of President Donald Trump's election delusions ended in violence Saturday night in Washington D.C. ,https://www.alternet.org/2020/12/proud-boys/,Alternet,black lives matter,left,Non-biased,Entirely factual,[],1.0,0.33333333333333337,0.31632653061224486,0.44531250002783207,0.25,0.16666666666666666,0.0,0.0,0.0,0.09685192780968005,0.10841423948220066,0.4403669724770642,0.5048387096774193,0.416666667,0.42592592611111113,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,1.0,0.2,0.07692307692307693,0.041666666666666664,0.21428571428571427,0.34615384615384615
"A bold statement Wednesday from former Secretary of Defense Gen. James Mattis eviscerating Donald Trump has landed like a bomb in the Senate Republican caucus, sending members fleeing in all different directions.",https://www.alternet.org/2020/06/republicans-are-reeling-as-trump-comes-under-fire/,Alternet,trump-presidency,left,Biased,Somewhat factual but also opinionated,"['eviscerating', 'bomb']",7.75,0.3466003316749586,0.31632653061224486,0.4980468750311279,0.25,0.0,0.125,0.125,1.0,0.6765278917145201,0.28317152103559873,0.1559633027522936,0.5822580645161292,0.422222222,0.6172839505555556,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,0.0,0.4,0.23076923076923078,0.125,0.2857142857142857,0.19230769230769232
"A Catholic priest in Rhode Island who barred state lawmakers who supported an abortion rights bill from receiving communion at his church has doubled down on his stance, saying abortion is worse than pedophilia.",https://www.nbcnews.com/news/us-news/priest-rhode-island-says-abortion-worse-pedophilia-which-doesn-t-n1135751?cid=public-rss_20200212,MSNBC,abortion,left,Non-biased,Somewhat factual but also opinionated,[],2.5,0.34494195688225543,0.336734693877551,0.4191176471511948,0.125,0.0,0.0,0.0,0.0,0.39848236259228875,0.09870550161812298,0.15229357798165138,0.7677419354838709,0.32962963,0.45267489722222226,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.15384615384615385,0.078431372,0.3571428571428571,0.42307692307692313
"A city council member in Minneapolis was quoted as claiming that there had been no looting or burning on the first night of the protest, and that police were to blame for subsequent events because they were “incredibly brutal” in response.",http://feedproxy.google.com/~r/breitbart/~3/B0iqqthw_uw/,Breitbart,black lives matter,right,Biased,Entirely factual,['claiming'],5.49,0.39137645107794367,0.4081632653061224,0.3475609757092226,0.125,0.0,0.0625,0.048780488,1.0,0.15314807219031995,0.0,0.2715596330275229,0.7612903225806452,0.461111111,0.439814815,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,0.0,0.23076923076923078,0.097560976,0.2857142857142857,0.34615384615384615
A code that will blacklist from Oscar consideration any movie that does not meet whatever Orwellian diversity requirements are coming.,http://feedproxy.google.com/~r/breitbart/~3/zJi86C2JTWM/,Breitbart,marriage-equality,,Biased,Expresses writer’s opinion,"['Orwellian', 'blacklist']",10.0,0.21724709784411278,0.19387755102040813,0.5156250000322266,0.125,0.0,0.125,0.2,1.0,0.5022046759639048,0.0,0.0,1.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,0.0,0.0,0.2,0.07692307692307693,0.06666666666666667,0.21428571428571427,0.19230769230769232
